appliance_name,power_rating_watts,daily_usage_hours,star_rating,appliance_age_years,household_size,location_type,income_level,season,usage_pattern,daily_consumption_kwh,monthly_bill
Fan,37,7.733288422204559,2,8,5,Rural,High,Summer,Weekday,0.2987214651729177,10873.001985620273
Lighting,67,1.49732050125583,3,10,5,Rural,High,Summer,Weekday,0.10232688305582342,10873.001985620273
Water Heater,3030,9.971015375561853,5,10,5,Rural,High,Summer,Weekend,27.190958929157173,10873.001985620273
Computer,147,8.701027762564204,5,7,5,Rural,High,Summer,Weekend,1.0935886743378818,10873.001985620273
Refrigerator,163,13.969504421222345,1,9,6,Urban,High,Winter,Weekday,2.55254975635901,4241.903641643999
Washing Machine,526,2.037271543506749,1,1,6,Urban,High,Winter,Weekend,1.038385082096129,4241.903641643999
Air Conditioner,1507,4.08090281505811,2,3,6,Urban,High,Winter,Weekday,5.8670241973471144,4241.903641643999
Television,116,4.420767248628401,4,9,6,Urban,High,Winter,Weekday,0.4840916967938044,4241.903641643999
Microwave,979,0.47623349012422345,3,6,6,Urban,High,Winter,Weekday,0.4438534226636972,4241.903641643999
Fan,78,8.767674026678094,5,9,6,Urban,High,Winter,Weekend,0.6052325380615888,4241.903641643999
Lighting,94,9.092111636558942,4,6,6,Urban,High,Winter,Weekend,0.7657740104775403,4241.903641643999
Water Heater,2985,2.227853991170161,5,8,6,Urban,High,Winter,Weekday,5.785625422369349,4241.903641643999
Computer,102,1.6184115279627935,4,0,6,Urban,High,Winter,Weekday,0.13206238068176396,4241.903641643999
Refrigerator,215,14.191834780249796,3,10,6,Urban,Medium,Monsoon,Weekend,3.11226936730878,10196.862419790175
Washing Machine,511,0.9496374839952106,5,4,6,Urban,Medium,Monsoon,Weekday,0.39306445100045767,10196.862419790175
Air Conditioner,1508,8.206307706763075,3,8,6,Urban,Medium,Monsoon,Weekend,12.201860453493534,10196.862419790175
Television,120,8.51947372937825,3,7,6,Urban,Medium,Monsoon,Weekend,0.9906444052521031,10196.862419790175
Microwave,964,1.291622411619694,5,4,6,Urban,Medium,Monsoon,Weekday,1.008550443889122,10196.862419790175
Fan,40,6.909711819653458,5,6,6,Urban,Medium,Monsoon,Weekend,0.2321663171403562,10196.862419790175
Lighting,13,2.0724920685076187,4,10,6,Urban,Medium,Monsoon,Weekday,0.02586470101497508,10196.862419790175
Water Heater,3007,7.567411780080332,1,5,6,Urban,Medium,Monsoon,Weekday,23.779191547723126,10196.862419790175
Computer,132,4.939626942472569,1,10,6,Urban,Medium,Monsoon,Weekend,0.7433150623032722,10196.862419790175
Refrigerator,236,12.587388644098677,4,9,3,Rural,Medium,Summer,Weekday,2.8042687916868796,9977.208113717657
Washing Machine,527,0.5647991750131898,1,8,3,Rural,Medium,Summer,Weekday,0.32800938008561,9977.208113717657
Air Conditioner,1532,13.557167663903792,1,9,3,Rural,Medium,Summer,Weekend,23.282700145293784,9977.208113717657
Television,95,6.566400708865421,2,8,3,Rural,Medium,Summer,Weekday,0.6512556223052725,9977.208113717657
Microwave,962,0.46510455794033545,3,8,3,Rural,Medium,Summer,Weekday,0.4411665565522622,9977.208113717657
Fan,98,11.208233209351304,2,4,3,Rural,Medium,Summer,Weekday,1.067651462589968,9977.208113717657
Lighting,52,3.839345609258759,3,10,3,Rural,Medium,Summer,Weekday,0.20363889111508457,9977.208113717657
Water Heater,2986,4.967911270091246,4,1,3,Rural,Medium,Summer,Weekday,12.10469337083385,9977.208113717657
Computer,186,3.8190144665316414,3,7,3,Rural,Medium,Summer,Weekday,0.6883162533608639,9977.208113717657
Refrigerator,241,12.368217635184974,2,1,4,Urban,High,Winter,Weekday,2.7363197331730533,5359.909383994321
Washing Machine,523,0.33518672222602275,5,0,4,Urban,High,Winter,Weekday,0.13147699179315744,5359.909383994321
Air Conditioner,1542,2.141780783822211,1,8,4,Urban,High,Winter,Weekday,3.639493817456542,5359.909383994321
Television,61,2.263262012366565,1,6,4,Urban,High,Winter,Weekday,0.14689475765063958,5359.909383994321
Microwave,1024,1.155684172149601,2,5,4,Urban,High,Winter,Weekday,1.1715863863583797,5359.909383994321
Fan,84,1.970343747606344,3,2,4,Urban,High,Winter,Weekday,0.1463098453222567,5359.909383994321
Lighting,73,3.9070220424187396,3,3,4,Urban,High,Winter,Weekend,0.2569765607960078,5359.909383994321
Water Heater,2995,4.819731241863706,3,5,4,Urban,High,Winter,Weekend,13.496813889871985,5359.909383994321
Computer,134,5.342542454774884,4,3,4,Urban,High,Winter,Weekend,0.6070837842209796,5359.909383994321
Refrigerator,156,12.340260117165538,2,0,4,Rural,Low,Winter,Weekday,1.7325725204500415,11081.585252263412
Washing Machine,510,0.4076866673637663,3,7,4,Rural,Low,Winter,Weekend,0.20147467414449968,11081.585252263412
Air Conditioner,1479,5.0272114405632005,5,0,4,Rural,Low,Winter,Weekend,5.57643429044473,11081.585252263412
Television,142,4.603163515960332,3,3,4,Rural,Low,Winter,Weekday,0.5889379465589967,11081.585252263412
Microwave,1025,1.2328906645836684,2,10,4,Rural,Low,Winter,Weekend,1.3648099656941208,11081.585252263412
Fan,63,4.733467093799629,4,1,4,Rural,Low,Winter,Weekend,0.24333807635805133,11081.585252263412
Lighting,25,5.110774058098138,3,8,4,Rural,Low,Winter,Weekday,0.1259805805321191,11081.585252263412
Water Heater,2992,11.309873342953454,1,5,4,Rural,Low,Winter,Weekend,35.36190238901199,11081.585252263412
Computer,157,6.528471746426944,2,3,4,Rural,Low,Winter,Weekend,0.9778214412363349,11081.585252263412
Refrigerator,184,14.97215978858784,1,6,3,Rural,Medium,Monsoon,Weekend,2.931189554770573,8414.914208770459
Washing Machine,460,0.4536872485952363,1,6,3,Rural,Medium,Monsoon,Weekday,0.22205268695245248,8414.914208770459
Air Conditioner,1514,6.539400467964874,5,8,3,Rural,Medium,Monsoon,Weekend,8.61356750839397,8414.914208770459
Television,126,3.031499454247649,3,1,3,Rural,Medium,Monsoon,Weekend,0.33116706338092167,8414.914208770459
Microwave,961,1.4575355771186267,4,5,3,Rural,Medium,Monsoon,Weekday,1.2326086868576804,8414.914208770459
Fan,39,3.252164988657162,4,3,3,Rural,Medium,Monsoon,Weekend,0.10755560050486968,8414.914208770459
Lighting,96,1.770674720180321,2,10,3,Rural,Medium,Monsoon,Weekend,0.18358355498829568,8414.914208770459
Water Heater,2992,6.729381805346718,1,4,3,Rural,Medium,Monsoon,Weekend,20.657802430998917,8414.914208770459
Computer,176,4.940754101615507,2,0,3,Rural,Medium,Monsoon,Weekend,0.7826154496958964,8414.914208770459
Refrigerator,193,19.85072089263892,4,3,6,Urban,Low,Summer,Weekend,3.248848384172856,7684.900854572008
Washing Machine,526,1.3985482592506917,1,1,6,Urban,Low,Summer,Weekend,0.712831656450522,7684.900854572008
Air Conditioner,1514,9.036252067774539,5,7,6,Urban,Low,Summer,Weekday,11.697157214172108,7684.900854572008
Television,89,5.340497747542662,1,2,6,Urban,Low,Summer,Weekend,0.4696006479369213,7684.900854572008
Microwave,960,1.0882016719583854,3,0,6,Urban,Low,Summer,Weekday,0.8879725643180423,7684.900854572008
Fan,85,19.55617846597088,5,10,6,Urban,Low,Summer,Weekend,1.4960476526467723,7684.900854572008
Lighting,104,3.8706271260869225,3,5,6,Urban,Low,Summer,Weekday,0.37637978174069237,7684.900854572008
Water Heater,3015,4.782194174510508,4,5,6,Urban,Low,Summer,Weekend,12.688117583811282,7684.900854572008
Computer,150,2.998409345058631,3,8,6,Urban,Low,Summer,Weekday,0.4434647421341715,7684.900854572008
Refrigerator,226,19.107565483813136,1,8,4,Urban,High,Winter,Weekend,4.758777398874629,7631.413835079208
Washing Machine,501,1.481850953965865,1,3,4,Urban,High,Winter,Weekend,0.7476041792324568,7631.413835079208
Air Conditioner,1510,2.571385386944535,1,10,4,Urban,High,Winter,Weekend,4.426382805086322,7631.413835079208
Television,50,7.0163308428781725,3,0,4,Urban,High,Winter,Weekend,0.29819406082232236,7631.413835079208
Microwave,1022,0.9250322441890597,2,2,4,Urban,High,Winter,Weekend,0.884878444533301,7631.413835079208
Fan,42,3.921994568794111,1,1,4,Urban,High,Winter,Weekday,0.15961733496078273,7631.413835079208
Lighting,22,7.044577913017299,1,5,4,Urban,High,Winter,Weekday,0.16195484622026773,7631.413835079208
Water Heater,3013,6.5452014627914705,3,9,4,Urban,High,Winter,Weekend,19.779854083412868,7631.413835079208
Computer,117,6.1231876439845525,5,4,4,Urban,High,Winter,Weekend,0.580294493020416,7631.413835079208
Refrigerator,225,15.921981416928187,5,7,1,Rural,Medium,Winter,Weekend,3.06299117508156,9779.097260193596
Washing Machine,482,0.7712683386121246,3,2,1,Rural,Medium,Winter,Weekend,0.328628183862563,9779.097260193596
Air Conditioner,1480,3.7040258097811045,4,3,1,Rural,Medium,Winter,Weekday,4.648700552307678,9779.097260193596
Television,137,3.4914585303410566,1,6,1,Rural,Medium,Winter,Weekend,0.5089429270507552,9779.097260193596
Microwave,1049,0.253740683118344,3,0,1,Rural,Medium,Winter,Weekday,0.22624788010247146,9779.097260193596
Fan,61,3.839485906966176,3,1,1,Rural,Medium,Winter,Weekday,0.20305889116172016,9779.097260193596
Lighting,34,4.594836017230232,3,5,1,Rural,Medium,Winter,Weekday,0.1460698369877491,9779.097260193596
Water Heater,2972,11.756546126416836,4,6,1,Rural,Medium,Winter,Weekend,31.306647758588912,9779.097260193596
Computer,120,2.9656438700242473,5,9,1,Rural,Medium,Winter,Weekday,0.314951378996575,9779.097260193596
Refrigerator,203,12.135933472765357,4,10,3,Urban,Medium,Winter,Weekday,2.365050715172513,11106.900261661778
Washing Machine,468,0.3344117860704885,1,10,3,Urban,Medium,Winter,Weekday,0.178415376104327,11106.900261661778
Air Conditioner,1494,1.9231030667272953,1,5,3,Urban,Medium,Winter,Weekday,3.002406200866655,11106.900261661778
Television,112,2.4270657814843872,2,2,3,Urban,Medium,Winter,Weekday,0.2544341600045713,11106.900261661778
Microwave,1041,0.514279467052589,3,4,3,Urban,Medium,Winter,Weekday,0.491465001335202,11106.900261661778
Fan,113,4.390675185419617,5,0,3,Urban,Medium,Winter,Weekday,0.3721097219643126,11106.900261661778
Lighting,37,5.672255891066411,5,9,3,Urban,Medium,Winter,Weekday,0.1857380191529696,11106.900261661778
Water Heater,2983,14.757676870236114,5,9,3,Urban,Medium,Winter,Weekend,38.95960284196418,11106.900261661778
Computer,197,2.162791480615216,1,8,3,Urban,Medium,Winter,Weekday,0.46952905369267967,11106.900261661778
Refrigerator,248,14.58841162851417,4,3,4,Urban,Medium,Summer,Weekend,3.068001319123044,9213.637738677673
Washing Machine,468,0.5377216019795693,2,8,4,Urban,Medium,Summer,Weekday,0.26272647295440177,9213.637738677673
Air Conditioner,1530,8.57594353073682,3,2,4,Urban,Medium,Summer,Weekday,11.599135144192164,9213.637738677673
Television,144,7.900358565280572,4,4,4,Urban,Medium,Summer,Weekend,0.9829310112579477,9213.637738677673
Microwave,969,1.4794090759095522,4,1,4,Urban,Medium,Summer,Weekday,1.1697746739579864,9213.637738677673
Fan,110,7.633213371317734,4,4,4,Urban,Medium,Summer,Weekend,0.7254605988100375,9213.637738677673
Lighting,68,3.7997878556512923,4,3,4,Urban,Medium,Summer,Weekday,0.21911096690827614,9213.637738677673
Water Heater,3039,6.57435386562278,1,1,4,Urban,Medium,Summer,Weekday,19.360098094301172,9213.637738677673
Computer,181,6.035935452913948,2,1,4,Urban,Medium,Summer,Weekday,1.002918962985276,9213.637738677673
Refrigerator,205,10.621667977492464,2,3,5,Urban,Medium,Monsoon,Weekday,2.077279606358201,6353.472801743507
Washing Machine,487,0.4399449441731878,5,9,5,Urban,Medium,Monsoon,Weekend,0.18961407121392304,6353.472801743507
Air Conditioner,1534,4.8937163814158104,2,4,5,Urban,Medium,Monsoon,Weekday,7.296766023077283,6353.472801743507
Television,69,5.514955650623195,3,3,5,Urban,Medium,Monsoon,Weekend,0.34285927784359344,6353.472801743507
Microwave,996,1.864570129621683,1,4,5,Urban,Medium,Monsoon,Weekend,1.9053967571798793,6353.472801743507
Fan,54,5.359011694079915,5,9,5,Urban,Medium,Monsoon,Weekday,0.2561071688600791,6353.472801743507
Lighting,52,8.701837987907485,2,10,5,Urban,Medium,Monsoon,Weekend,0.4886952214008843,6353.472801743507
Water Heater,2954,4.60113021009586,2,6,5,Urban,Medium,Monsoon,Weekend,13.70047254974816,6353.472801743507
Computer,177,1.3269614915496943,2,1,5,Urban,Medium,Monsoon,Weekday,0.21561266491594364,6353.472801743507
Refrigerator,180,11.532501447105014,1,2,4,Rural,Low,Winter,Weekday,2.0509400573531558,6255.670506451581
Washing Machine,467,0.9805079058871153,4,3,4,Rural,Low,Winter,Weekday,0.38829681885779194,6255.670506451581
Air Conditioner,1453,1.4057488573181198,1,7,4,Rural,Low,Winter,Weekday,2.212084996126936,6255.670506451581
Television,77,4.213646580703968,2,1,4,Rural,Low,Winter,Weekday,0.29784582220364075,6255.670506451581
Microwave,965,1.7373712830593735,1,4,4,Rural,Low,Winter,Weekday,1.720153933644255,6255.670506451581
Fan,92,8.444057080587948,1,10,4,Rural,Low,Winter,Weekend,0.8856127066120639,6255.670506451581
Lighting,77,7.62762240124264,1,4,4,Rural,Low,Winter,Weekend,0.6025974249429711,6255.670506451581
Water Heater,2999,6.8855723572363114,5,7,4,Rural,Low,Winter,Weekday,17.655605931945704,6255.670506451581
Computer,183,1.801179222079859,5,1,4,Rural,Low,Winter,Weekday,0.2521560851950699,6255.670506451581
Refrigerator,209,13.017953545106863,1,8,5,Rural,Medium,Winter,Weekday,2.9982690246019224,9805.39636371156
Washing Machine,549,0.34467332679822993,2,10,5,Rural,Medium,Winter,Weekend,0.2043637089252065,9805.39636371156
Air Conditioner,1513,6.18481161209398,3,8,5,Rural,Medium,Winter,Weekday,9.226613289530816,9805.39636371156
Television,72,5.35143827152659,5,6,5,Rural,Medium,Winter,Weekday,0.3236549866619281,9805.39636371156
Microwave,984,0.6686664249141326,4,3,5,Rural,Medium,Winter,Weekend,0.5579566622739496,9805.39636371156
Fan,97,1.5517952440381146,5,7,5,Rural,Medium,Winter,Weekend,0.12869813856430104,9805.39636371156
Lighting,13,2.4202572728526075,2,8,5,Rural,Medium,Winter,Weekend,0.03284773170715558,9805.39636371156
Water Heater,3011,11.16961836895554,4,0,5,Rural,Medium,Winter,Weekday,26.90537672714011,9805.39636371156
Computer,104,5.420422631600584,4,3,5,Rural,Medium,Winter,Weekend,0.47803791272611873,9805.39636371156
Refrigerator,199,12.875996774848653,5,2,1,Urban,High,Monsoon,Weekend,1.9986122193920082,5725.281658151176
Washing Machine,526,0.2124249623897343,3,9,1,Urban,High,Monsoon,Weekday,0.11207073680765124,5725.281658151176
Air Conditioner,1474,3.611990768392865,1,1,1,Urban,High,Monsoon,Weekday,5.159028086440139,5725.281658151176
Television,70,4.238679518659643,5,6,1,Urban,High,Monsoon,Weekday,0.24923435569718702,5725.281658151176
Microwave,954,0.33710525953801146,3,9,1,Urban,High,Monsoon,Weekend,0.32256321285206074,5725.281658151176
Fan,97,4.476994155415563,4,8,1,Urban,High,Monsoon,Weekend,0.4030011058938873,5725.281658151176
Lighting,23,5.393987876925939,5,8,1,Urban,High,Monsoon,Weekend,0.10793369741728803,5725.281658151176
Water Heater,3035,5.599335371408479,3,3,1,Urban,High,Monsoon,Weekend,15.311578549854486,5725.281658151176
Computer,124,1.6206820779840334,3,6,1,Urban,High,Monsoon,Weekend,0.19131827794185918,5725.281658151176
Refrigerator,150,10.25096022523645,4,5,5,Rural,Low,Summer,Weekday,1.3531267497312114,7399.694936907102
Washing Machine,510,0.8754614262594956,1,0,5,Rural,Low,Summer,Weekday,0.4241610610227256,7399.694936907102
Air Conditioner,1510,5.752185374739579,3,0,5,Rural,Low,Summer,Weekday,7.382929928478249,7399.694936907102
Television,122,6.568878824229004,2,9,5,Rural,Low,Summer,Weekend,0.8510902159824066,7399.694936907102
Microwave,1034,1.7946180120544368,5,2,5,Rural,Low,Summer,Weekday,1.4473953190821442,7399.694936907102
Fan,39,6.404170974524279,3,1,5,Rural,Low,Summer,Weekday,0.21654423316158944,7399.694936907102
Lighting,98,3.255268186607858,3,5,5,Rural,Low,Summer,Weekday,0.2982802239388781,7399.694936907102
Water Heater,3048,6.620885578822284,5,8,5,Rural,Low,Summer,Weekday,17.556999542497778,7399.694936907102
Computer,199,6.74961475705641,3,7,5,Rural,Low,Summer,Weekday,1.3015349632179445,7399.694936907102
Refrigerator,242,9.163355307759545,5,10,1,Urban,High,Monsoon,Weekday,1.9957787860300287,5492.055833468614
Washing Machine,541,0.25261254317675985,2,3,1,Urban,High,Monsoon,Weekday,0.13037687010913024,5492.055833468614
Air Conditioner,1539,8.435411744078761,4,1,1,Urban,High,Monsoon,Weekend,10.593392518095966,5492.055833468614
Television,132,5.717269473423477,5,5,1,Urban,High,Monsoon,Weekend,0.6226106456558168,5492.055833468614
Microwave,994,1.497086736407827,4,8,1,Urban,High,Monsoon,Weekend,1.3809607124381447,5492.055833468614
Fan,40,1.1246389956892857,2,3,1,Urban,High,Monsoon,Weekday,0.04291622407550315,5492.055833468614
Lighting,50,5.275250313788685,5,0,1,Urban,High,Monsoon,Weekend,0.19782188676707568,5492.055833468614
Water Heater,2999,2.874179974555679,5,6,1,Urban,High,Monsoon,Weekday,7.240519224701686,5492.055833468614
Computer,144,6.288788008449453,5,0,1,Urban,High,Monsoon,Weekday,0.6791891049125408,5492.055833468614
Refrigerator,187,11.073542704541817,4,8,2,Urban,Medium,Summer,Weekend,1.9216583067753688,5032.612065764275
Washing Machine,494,1.7277134599232475,5,10,2,Urban,Medium,Summer,Weekend,0.7681414042818758,5032.612065764275
Air Conditioner,1472,5.006413810574572,2,5,2,Urban,Medium,Summer,Weekend,7.295746717874112,5032.612065764275
Television,143,4.346800121437989,2,4,2,Urban,Medium,Summer,Weekend,0.6041878296793948,5032.612065764275
Microwave,1011,1.4979629607250682,1,2,2,Urban,Medium,Summer,Weekday,1.4962672666535273,5032.612065764275
Fan,38,13.82229420466403,2,4,2,Urban,Medium,Summer,Weekday,0.5105402587434706,5032.612065764275
Lighting,88,1.4026982617995998,3,2,2,Urban,Medium,Summer,Weekday,0.10911870318191447,5032.612065764275
Water Heater,2994,2.585992690048518,1,4,2,Urban,Medium,Summer,Weekday,7.943766128969401,5032.612065764275
Computer,191,2.051831976474534,4,1,2,Urban,Medium,Summer,Weekend,0.319790324525415,5032.612065764275
Refrigerator,223,11.252298735723532,4,9,1,Rural,Medium,Summer,Weekday,2.368743911454632,6628.611991675051
Washing Machine,496,1.0278744661498118,4,7,1,Rural,Medium,Summer,Weekend,0.46496107051179975,6628.611991675051
Air Conditioner,1535,11.71391434126029,2,0,1,Rural,Medium,Summer,Weekend,16.18277266245109,6628.611991675051
Television,100,5.884469148138129,2,2,1,Rural,Medium,Summer,Weekend,0.5507863122657288,6628.611991675051
Microwave,969,0.7020782784221227,1,6,1,Rural,Medium,Summer,Weekday,0.7238539383056634,6628.611991675051
Fan,103,9.110985650027379,2,6,1,Rural,Medium,Summer,Weekend,0.9459389741284427,6628.611991675051
Lighting,18,2.2009609849169802,5,1,1,Rural,Medium,Summer,Weekend,0.030307232762306815,6628.611991675051
Water Heater,2976,2.1128082784076323,2,2,1,Rural,Medium,Summer,Weekday,5.885303520602482,6628.611991675051
Computer,127,4.150976551423418,5,9,1,Rural,Medium,Summer,Weekday,0.4665490094972351,6628.611991675051
Refrigerator,151,10.511826669555209,2,9,2,Urban,High,Monsoon,Weekday,1.6856975483832124,8359.705075796226
Washing Machine,548,1.7659547861572626,1,8,2,Urban,High,Monsoon,Weekend,1.0664530315412262,8359.705075796226
Air Conditioner,1498,6.356259491329116,1,9,2,Urban,High,Monsoon,Weekday,10.673799600890346,8359.705075796226
Television,133,3.0620735404824373,5,8,2,Urban,High,Monsoon,Weekday,0.35431252936922286,8359.705075796226
Microwave,988,0.25210723725997813,4,8,2,Urban,High,Monsoon,Weekend,0.23114804998313257,8359.705075796226
Fan,66,3.5004291042856845,4,6,2,Urban,High,Monsoon,Weekend,0.20700137551103828,8359.705075796226
Lighting,66,3.4984126994822358,2,0,2,Urban,High,Monsoon,Weekend,0.20780571434924483,8359.705075796226
Water Heater,2951,7.974210862077758,3,0,2,Urban,High,Monsoon,Weekend,20.002111815892743,8359.705075796226
Computer,100,3.601916294059878,1,9,2,Urban,High,Monsoon,Weekday,0.4037748165641123,8359.705075796226
Refrigerator,233,10.450516823018479,4,3,1,Urban,High,Winter,Weekday,2.0648549159592835,6038.298967601574
Washing Machine,481,1.7302896694420493,4,7,1,Urban,High,Winter,Weekend,0.7590296298734828,6038.298967601574
Air Conditioner,1524,5.962465674546982,5,8,1,Urban,High,Winter,Weekend,7.905513988568352,6038.298967601574
Television,99,4.023064172871159,5,5,1,Urban,High,Winter,Weekend,0.32858376631925196,6038.298967601574
Microwave,1012,1.3602385808655757,3,5,1,Urban,High,Winter,Weekday,1.287084949986625,6038.298967601574
Fan,111,6.022271366043807,1,0,1,Urban,High,Winter,Weekday,0.6350485155493194,6038.298967601574
Lighting,11,4.432042530910365,5,6,1,Urban,High,Winter,Weekday,0.04095207298561177,6038.298967601574
Water Heater,2970,4.629428430258158,5,6,1,Urban,High,Winter,Weekend,11.549498047808054,6038.298967601574
Computer,106,5.145118314319041,2,10,1,Urban,High,Winter,Weekend,0.5890131446232438,6038.298967601574
Refrigerator,227,18.13620571961825,4,5,5,Urban,High,Monsoon,Weekend,3.6228884545509423,6398.362011113185
Washing Machine,521,1.652572023305179,2,1,5,Urban,High,Monsoon,Weekday,0.7903888421623545,6398.362011113185
Air Conditioner,1532,2.8348669178041614,4,3,5,Urban,High,Monsoon,Weekday,3.682877668128427,6398.362011113185
Television,88,1.3923754972120745,5,7,5,Urban,High,Monsoon,Weekday,0.1047623324102365,6398.362011113185
Microwave,1042,1.400473525273893,4,1,5,Urban,High,Monsoon,Weekday,1.1907834252816836,6398.362011113185
Fan,89,4.785818458044384,5,6,5,Urban,High,Monsoon,Weekend,0.35778778792339816,6398.362011113185
Lighting,41,4.406844345614739,4,4,5,Urban,High,Monsoon,Weekday,0.15610805409905654,6398.362011113185
Water Heater,3022,5.46898323751675,3,7,5,Urban,High,Monsoon,Weekend,16.014922056118575,6398.362011113185
Computer,165,4.9730810365380735,3,3,5,Urban,High,Monsoon,Weekend,0.7393230922969327,6398.362011113185
Refrigerator,154,10.883275448899546,2,5,3,Urban,Low,Summer,Weekday,1.6592641749392247,9272.386653731362
Washing Machine,508,1.4211338640875784,1,7,3,Urban,Low,Summer,Weekday,0.7818566912018785,9272.386653731362
Air Conditioner,1462,7.72041131775659,5,8,3,Urban,Low,Summer,Weekend,9.819899971507317,9272.386653731362
Television,100,4.005787546121734,1,2,3,Urban,Low,Summer,Weekend,0.39577180955682734,9272.386653731362
Microwave,988,0.49438340428329774,4,5,3,Urban,Low,Summer,Weekday,0.4298367070200705,9272.386653731362
Fan,81,8.361877204684117,1,9,3,Urban,Low,Summer,Weekday,0.7592668120625226,9272.386653731362
Lighting,46,3.582060868408826,4,3,3,Urban,Low,Summer,Weekday,0.1397290303548915,9272.386653731362
Water Heater,2959,7.743932648288454,2,7,3,Urban,Low,Summer,Weekend,23.510068420648963,9272.386653731362
Computer,169,6.117176802025627,1,8,3,Urban,Low,Summer,Weekend,1.1392507732556487,9272.386653731362
Refrigerator,180,11.824891603387051,2,5,5,Rural,Low,Monsoon,Weekday,2.107195683723573,5084.92214475267
Washing Machine,548,0.28743444616047387,3,8,5,Rural,Low,Monsoon,Weekday,0.15530887942499652,5084.92214475267
Air Conditioner,1499,4.2002257007133945,4,1,5,Rural,Low,Monsoon,Weekend,5.137648873501414,5084.92214475267
Television,142,3.4446727116706164,1,3,5,Rural,Low,Monsoon,Weekday,0.4925675297326281,5084.92214475267
Microwave,950,1.3603898932851417,1,0,5,Rural,Low,Monsoon,Weekend,1.2277518786898403,5084.92214475267
Fan,113,2.925947437256476,2,0,5,Rural,Low,Monsoon,Weekday,0.29756885436898367,5084.92214475267
Lighting,63,5.160368865312821,3,8,5,Rural,Low,Monsoon,Weekday,0.3205517931755017,5084.92214475267
Water Heater,3035,3.546752937464327,2,7,5,Rural,Low,Monsoon,Weekday,11.044269439499544,5084.92214475267
Computer,163,2.9529117077099047,5,6,5,Rural,Low,Monsoon,Weekend,0.4043126710196402,5084.92214475267
Refrigerator,157,10.200521222571433,2,9,1,Urban,Medium,Monsoon,Weekday,1.7007737055242254,3447.619635095061
Washing Machine,503,1.0478263205192406,1,9,1,Urban,Medium,Monsoon,Weekday,0.5908304925669405,3447.619635095061
Air Conditioner,1479,1.8751710464733793,5,8,1,Urban,Medium,Monsoon,Weekday,2.4128388406286914,3447.619635095061
Television,71,6.254087024118273,3,6,1,Urban,Medium,Monsoon,Weekday,0.4227262501342023,3447.619635095061
Microwave,1002,0.6796921462183892,1,5,1,Urban,Medium,Monsoon,Weekday,0.7116988493838132,3447.619635095061
Fan,74,5.420167017404422,4,2,1,Urban,Medium,Monsoon,Weekday,0.3337088429275555,3447.619635095061
Lighting,24,5.81724821239928,2,10,1,Urban,Medium,Monsoon,Weekend,0.15078307366538932,3447.619635095061
Water Heater,3033,2.990034237942169,5,7,1,Urban,Medium,Monsoon,Weekday,7.753801636345203,3447.619635095061
Computer,164,2.128012725203736,5,5,1,Urban,Medium,Monsoon,Weekend,0.2879201217200656,3447.619635095061
Refrigerator,217,14.170685352324856,4,0,4,Rural,High,Winter,Weekday,2.460030977163595,6562.925457826393
Washing Machine,503,0.7473445058365608,3,9,4,Rural,High,Winter,Weekend,0.3770420292950974,6562.925457826393
Air Conditioner,1513,5.929371435313901,4,5,4,Rural,High,Winter,Weekday,7.894602303834341,6562.925457826393
Television,116,2.094633112513624,4,4,4,Rural,High,Winter,Weekday,0.20993250906856553,6562.925457826393
Microwave,1010,2.342868068921397,3,6,4,Rural,High,Winter,Weekend,2.252714505629302,6562.925457826393
Fan,32,4.816807627635986,4,4,4,Rural,High,Winter,Weekend,0.13317509728887975,6562.925457826393
Lighting,15,4.518279075799651,5,7,4,Rural,High,Winter,Weekend,0.05794692914713053,6562.925457826393
Water Heater,3001,4.424411134991892,1,3,4,Rural,High,Winter,Weekday,13.370601420823444,6562.925457826393
Computer,177,3.5887697782300148,4,8,4,Rural,High,Winter,Weekday,0.5894769686929493,6562.925457826393
Refrigerator,182,16.52989199401894,5,9,5,Urban,High,Monsoon,Weekend,2.6624697034766305,4784.902492195925
Washing Machine,487,1.4333526871004236,1,10,5,Urban,High,Monsoon,Weekend,0.7957687448244132,4784.902492195925
Air Conditioner,1457,1.7306709310622257,1,3,5,Urban,High,Monsoon,Weekday,2.5392386593835665,4784.902492195925
Television,143,3.203284921722984,5,9,5,Urban,High,Monsoon,Weekday,0.4053917232686522,4784.902492195925
Microwave,991,0.5960023934663738,3,3,5,Urban,High,Monsoon,Weekday,0.532165173104584,4784.902492195925
Fan,81,6.541649483290424,1,2,5,Urban,High,Monsoon,Weekday,0.5235151248487661,4784.902492195925
Lighting,53,4.672954412994159,5,6,5,Urban,High,Monsoon,Weekday,0.20803993046649993,4784.902492195925
Water Heater,2963,4.6567869728499005,5,5,5,Urban,High,Monsoon,Weekend,11.383399335457263,4784.902492195925
Computer,129,6.240277175063299,1,8,5,Urban,High,Monsoon,Weekend,0.8871053226526484,4784.902492195925
Refrigerator,175,11.426514158661574,2,8,5,Urban,Medium,Winter,Weekday,2.0876241367874693,11407.560670331366
Washing Machine,495,0.8598800776920726,1,8,5,Urban,Medium,Winter,Weekend,0.46905598358024864,11407.560670331366
Air Conditioner,1500,2.2577878077432696,4,8,5,Urban,Medium,Winter,Weekend,3.142840628378631,11407.560670331366
Television,97,3.228326678654675,5,9,5,Urban,Medium,Winter,Weekend,0.27713570372911056,11407.560670331366
